post_id,platform,account_name,account_type,source_category,source_url,published_at,post_text,translated_text_bm,language_detected,constituency,dun_code,district,party_mentioned,candidate_mentioned,issue_cluster,sentiment,sentiment_score,emotion,likes,comments,shares,views,engagement_total,stance_dap,stance_mca,stance_pn,stance_bn,ethnic_sensitive_flag,religion_sensitive_flag,misinformation_flag,risk_level,state,crawl_community,query_id,jenis_suara,weight_analisis,crawl_pipeline,engagement_rate
JHR-d6363aec14a92622,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMixgFBVV95cUxNOGM5SG55T1dxU3JaY1AzVVBMQjJJclI1MG90RnJHNE9WMi16SUl1WmprZUdLSFIyalZ4Mm5xaFBJbm10UUJubFBEU0NEaVdfSEZQbm90d3NnRXZGSnZwTHB6cVRfeENMMnB5T1phWTZZazNaQ1p0U2lVWXNTdlloMDBwSExpVURwQnNmWmxYUFRjOTBDLUtJYUxZaExkYjBZUjRzVTh2TWNKLThkNFFNMmRFUjlCRXdpNzFmV0NuZHZUWWswcGfSAVZBVV95cUxNNEZ1Q0dvQk5maTF4eHRJc0JPTGQtZW5xbDdsX0VGMFBFYkxUc2ZNb0xEUS1lQVNWTHZQTTBlUWNfN29ZWU92cW1DUU9SZVl6M2VUNERrdw?oc=5,2026-06-24 07:00:00,"Johor polls: Something's 'not right', says Puad Zarkashi, hinting at June 27 announcement | Sinar Daily. Johor polls: Something's 'not right', says Puad Zarkashi, hinting at June 27 announcement | Sinar Daily&nbsp;&nbsp;Sinar Daily",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-8c7ceea88cc2e578,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMivgFBVV95cUxNUVpZNnNKdjIzX2tFR1REUmNGYXhxWTluOXdBVlJWZzkyVjBDai1uS3FSdGp4V3dPQW5PMWZsWTNLUlFhdEZaSkF5NTBFZVN4LVVXWThCdkRkU1pJRlhSLUtlZVYxUWI3TVZ4a3ZpYTlLOERxblhSQy1Ed0lUS1R6WnktcU9xTnFPdHlrVGtRTWxNZk0zNW5iTFVtd3JFOVk5cW5TU2JMNEc1MXZaRnlvRzREUmNDTGxMWk5zamhR0gHDAUFVX3lxTFA5VnVXYkV3ZmdCSDVCMzkybUdJeFYxSkpESEZwWV9IZ0RZZUtoc2p5dnlZRDN4OGRNTGhua29IR2I0a1NpWXhQMmUyaGpkTUhZZG1iS29Ma3VIMkVCb2RVVnY0Y1BFckJvN2FMYTJGblNDTzNoWHVuNEFzYU5VZ01ES2I0dXFVbm9GVHZ5YTEwSDhKaGpsTFRodFZpNWF0TVpoU0piZzdQNi1ua0tyVzYzV2hlVVlQc25BMkZnMUtEcnFMQQ?oc=5,2026-07-09 10:00:26,"BN candidates upbeat despite contesting in PH strongholds in Stulang, Perling. BN candidates upbeat despite contesting in PH strongholds in Stulang, Perling&nbsp;&nbsp;NST Online",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Candidate Performance,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-11cd039860f6ac7d,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQc0JsRGlybDM5cXM2ZjBCR2JvRGgxNFg3VWZjODh3Y1RWR2dTLXFqSmNCSF9rbzJQVEFYS1prOHIxQ0txNjJDYk9ZLTU1UWJmTDZzVFRNUC0xRlFwYnhidk9ydHNTejg1cS1ncUNFSVY2UG1GUmh5QkhYcmdCTDdqb2Qzb3lhZXg1ekN6Y1RYS3RVUEo3VlFyNnFORGZKdXV2bjBiS3hrNkVqYTB5NnJmWm1aOFJiYnVJUUkw?oc=5,2026-07-10 15:51:00,Johor polls: Anwar leads grand finale rally ahead of polling day. Johor polls: Anwar leads grand finale rally ahead of polling day&nbsp;&nbsp;Sinar Daily,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-2e5b588807ba1ee8,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMiXEFVX3lxTE0zbTVZMzM4OHJwb1dUa3lrdUR5Z3EyY0Y4NVNyMldZRDBGb0RyN2hTSnpMVVpEdXB2TWVKdUh5OHkxV1ZrZmgxNFdGRXFOMjd0YVdtbTUwRld6OHBW?oc=5,2026-07-01 16:36:00,PH Seeks To Unlock Johor's Potential With Sustainable Development - Amirudin. PH Seeks To Unlock Johor's Potential With Sustainable Development - Amirudin&nbsp;&nbsp;Bernama,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-1cf52e1b2ee9a6a9,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMingFBVV95cUxPdG9SUWp3eUEyWEZIZjFZQlVuckVfamUzWmxiZ0c5NmViTDJIc3dXWXF3WFVjRkU3dzZ0ZDUzSHRLcGkxMlRLMi1raWktSHFBeTBsc1hLc0F3U3lJSi11REIzZEc0OXNHSkE0QmU3WjlKNG9BUS1sWHhWNGFTXzBvbUVjU2xsU0l5YnlITFVGZXB4aUxtSXNoS3dPa3RLQQ?oc=5,2026-07-11 13:18:00,PRN Johor: (Unofficial) PH close to victory in 8 seats. PRN Johor: (Unofficial) PH close to victory in 8 seats&nbsp;&nbsp;The Vibes,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-3a712532abc6544d,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMikAFBVV95cUxNRERhT2wxQU83MTg4VGU5d1VkTzUxWjVFeU9VdlltdHFaUVQzUzZ3aFFyVkNDOFg0TzBKRWFyQjRkU3BpWUo2VVBhUUtNNlRfOVN6aFNXbTZHZm9iUnlia0ZDQzN1Zk9MbmNpZlVTYm9sU0d3SGNXa1VRbFlWWEZQeC16SG1YSkxwRE9hcDhOOEQ?oc=5,2026-07-11 12:40:31,BN claims victory in Johor. BN claims victory in Johor&nbsp;&nbsp;Free Malaysia Today,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-7a94b9c0f4b3d8d6,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPdVhkM3ljN3FTbkItSkxLUU1fblJVeXBMRGpZNHZySmtHY1BMNzNmWHUwMHM3MlhvVzN4VVE1MlpDQmdoMldqZHhJd21PVHFJTng2QVU1aHYwNWtTZ0oyd01tNlRRVkU0MGVSY3FEZVAtNzVsLXp6bmtKVmhYNUZ1YTRaMFBVdklUMDVDQkwtbUJRSU9oX3BQdUJaUGhJczZ2dWRKM2lfMzNpZ0RNUGtscnVGS25pX0x0ZG1kZmpGcVM?oc=5,2026-07-11 01:33:20,First-time voters leave KL at 2am to queue before dawn to vote. First-time voters leave KL at 2am to queue before dawn to vote&nbsp;&nbsp;Free Malaysia Today,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-2a97e9f43af8bfaa,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMijAFBVV95cUxQTXhCZ25XemY1aWVKam52SV96aVRYQTZWVFp4anpkV3FDN2NYQmJ1NjFfY1lOTHhZZGdfbUpkVG9xeDNkS2h0d29Cc0xkRHpOVS1BZlNRUXVhREZsZVZqNVNhcUgydnpKWkF1OWxRYVBjOWpLMmREWll4TDQtZk5ZNWZJRlYxWkc0aFFkdw?oc=5,2026-07-11 00:17:47,"All 1,076 polling centres across Johor open at 8 am. All 1,076 polling centres across Johor open at 8 am&nbsp;&nbsp;scoop.my",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-3fa1d453250e9d4b,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMisAFBVV95cUxOeEZEQUJFWU13bUNRRnVwcDB2c2FhS0lFRXRTNl85cWYzbXRHYzdrMDcyczNFZVhtZ0o5NEJ0NW9RLTUtQUdmdFptSU1DN29NQVZuVU1UZ1d2X3MwdE44cGY2YTk2eDZOa2U1V3VFNWZyRE5iWHA2bjdZbi1mQWFVVUFuU1lDNWJpYWw3LWZVbmdCRFVsWld3NF9yMVlHdXhfUEVhTVFIUkRsTXdKVUFXeA?oc=5,2026-07-09 23:00:00,Johor polls: Anwar launches five-location campaign blitz. Johor polls: Anwar launches five-location campaign blitz&nbsp;&nbsp;Sinar Daily,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-693eec88257ae222,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMirgFBVV95cUxPRmozRWxJc2ZGWjhnRE1mcFJYNkNNY0ZFZUxlaGNOR1VWblQwR1YtVmpfWGYzTWFfdlZoVHlQc3lKVlVTWlU4Q3pfNjBPSmxsU0NmVWZvSDJsMXMzVDBjSDE4dzZScGVpcHk4aktFN093LVN1YkZ5VElSR1hJQjJCd0REVDNyNHh4NGs4MlhWbjBRcjE1c0k4d0kzLVh4ZkFKMV9KaGdyWE5MRjIweUE?oc=5,2026-07-11 02:41:00,Johor polls: nearly eight per cent cast ballots by 9am. Johor polls: nearly eight per cent cast ballots by 9am&nbsp;&nbsp;Sinar Daily,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-0265b6aa6c0cab35,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMioAFBVV95cUxQcW84cmJrYUcwYXpqa1psbDhzR0ZaVVRabW9ha2gtRmFGcWxFLTBiUHE5aDluNm5KMWlYZk9VVmpPb05iWTdSMVh3Q29CeXFDWnV1ZFdzWEJRb0ZfRXp2WUplMFBiaGk5QTYyM0JJdHdCVVhIWUE2aE0yd0tXUDBsRXBwbGZUVWEzN0xRRV9Mc1BNcl8wdWR1SWhUaVQ5ZW1m?oc=5,2026-07-11 11:54:00,PRN Johor: (Unofficial) PH leading in Bentayan. PRN Johor: (Unofficial) PH leading in Bentayan&nbsp;&nbsp;The Vibes,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-c2e7b0edb494983d,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNWE1MZVJhLVB4MW9VQW9Dc3JVVEp5MENwbEJEQUZwYl9FSWVRckhFeWUzeUFUQ3JFcG9ONFdZLUhnOEpZanp2VVZMNWpZZXpvaENmdXRHWXY1MGhYb21XTC1KcUNmZVBMSjE1Yk9RUVpndDdVZUxneWdQRmU0VEJTUzJuV1Fla180NmVQc2tidkZuVkF6U05MbWJ3TjVPY3JiX3A5MXBJTTRURWZOVWZPMVUzcTlfeTRESDBCc04teWpzdmt5WmFoWEFLOEJ2UWpIMUxSSEdkWlR4UV9CVFZpZi04SURDRW9DWDh30gHrAUFVX3lxTE1YTUxlUmEtUHgxb1VBb0NzclVUSnkwQ3BsQkRBRnBiX0VJZVFySEV5ZTN5QVRDckVwb040V1ktSGc4SllqenZVVkw1alllem9oQ2Z1dEdZdjUwaFhvbVdMLUpxQ2ZlUExKMTViT1FRWmd0N1VlTGd5Z1BGZTRUQlNTMm5XUWVrXzQ2ZVBza2J2Rm5WQXpTTkxtYndONU9jcmJfcDkxcElNNFRFZk5VZk8xVTNxOV95NERIMEJzTi15anN2a3laYWhYQUs4QnZRakgxTFJIR2RaVHhRX0JUVmlmLThJRENFb0NYOHc?oc=5,2026-07-11 05:49:00,"Heavy rain and thunderstorms lash Johor, but voters brave the weather to keep polling on track. Heavy rain and thunderstorms lash Johor, but voters brave the weather to keep polling on track&nbsp;&nbsp;Malay Mail",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-8b098db5113245a6,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMiswFBVV95cUxQaFNJLWsxQ1BHMGhFZ3EyLUhhWUkxbmpiRFU2ZGdJczNmcFhmbEdVUDB6WWpITzQxQjJURGdzQ1FXUjNIcDVPejRUYVg3QW8tcEg0OWZBRzk1Y3IybC1vZWRtRlJGRlIzaFZrZWhXbGw3VEk5a21nampXZ1RJeEE3N0hjYVdLY0tSZDM2ZEx1cFhTd1AyQjNGSU95UlhnQTRtbUpYZ3R0eGM5X24xeUxRcVZicw?oc=5,2026-07-11 03:50:00,Johor polls: EC chairman inspects voting process at four polling centres. Johor polls: EC chairman inspects voting process at four polling centres&nbsp;&nbsp;Borneo Post,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-82cf1353749c2bdf,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMioAFBVV95cUxNMmVLSUEzZmlDdEhJN194b3RnZmY2UmtJa3lxTUNXeEx0Tms1N3hRSFhBVTBTRW9JZWNIa1U1VHJoeDZxdDFRVzRmcmRMMnNvNU9MYUR5V2h3VUpxSHB0Tk5BTm9vT2xrd1BLbk1lSHg5Vi1IQWJ2TU1mNE5pQ0pXaXFfZkhITXFmaFJEZFVjWU5UdlFvbGYtcTdOZFNGdnk3?oc=5,2026-07-11 15:27:44,Pakatan admits Johor defeat after ‘shock’ eight-seat showing. Pakatan admits Johor defeat after ‘shock’ eight-seat showing&nbsp;&nbsp;Newswav,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-8ccca8c679376238,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMitwFBVV95cUxPdjc3V3luOC1fcThhMTlpdVZoQlR1RHBmZHY5aDdnV01VUHA5ZUdid29CNDc2M3JBOGRVV3ByUFNSM050bFFINGgyVFlGcE0tVk9SelZFcWNoVk83MW9Yd0FEOTQ5X1phQ0tzNTBESzMwTWZaMmVNMHpHZWVIUl9lVVNUSVZJTWlyalBwSkxqV3NzcFRyaFFpLUJucFFKVHd6bm45TWdEWmxDRUt6aW02SGVWa19LSDA?oc=5,2026-07-11 03:45:23,"Johor polls sees around 709,000 voters cast ballots by 11am, turnout at 26.43%. Johor polls sees around 709,000 voters cast ballots by 11am, turnout at 26.43%&nbsp;&nbsp;Newswav",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-0ad348f7a870a2a7,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMinwFBVV95cUxOcFYyWmUwamZtS2pmTjR6YTduQ2FuSlkydERWYmhLT3VUYkVqTlZRbFRtTENCUHJQaGRNazAzSHNNNTJkZ3NBWkNlNUswZ21tRDZDdlRjQ29mX2hEeEx2TXVNM0x5OHlVeWZ3Q09LTDhDM2ZhcVk0aWt5N3JaTmEyaDJ1LTNqREdDbW04Mk1aS3dGaFppR3J6UUt1dkNzTTg?oc=5,2026-07-07 00:52:08,"Johor polls: 24,751 early voters set to cast ballots today. Johor polls: 24,751 early voters set to cast ballots today&nbsp;&nbsp;Newswav",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-f2528f8d98a75771,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMinAFBVV95cUxPOHJWYkJWanFZcFRHTjRwT3RQMnBkQnRHX0NwRHFBN3laUlNEOFVoQzhGWTU5cVZQZkJlOFR1dGxmcHNMNVNLbjF5N3oxVEV6UW5wSnpqSWxEdjhDdWhRcjRFd21WdF9CX0ZXeE1oLUp6Q3BHaG83Qng1SzA2NmJlY0xHUjV6SnFaNUFPQXdNSG4wcWRYLTFUeEwzOUY?oc=5,2026-07-09 23:00:00,Johor polls: Anwar launches five-location campaign blitz. Johor polls: Anwar launches five-location campaign blitz&nbsp;&nbsp;Newswav,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-943b1b8bbd56c8c7,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMimgFBVV95cUxOeEJNSDhlS1dDYVpLMy10TGhSMTh2dWtwcEk1eUNybGtoZ3RtRjY1VnlIOFdTVnZ4aGFDendVNFczcjVkTE1VcUUyb1J6NVN1dmVHUzc4MlhwZF81XzgwMk8zOHl2R09vS2NhQzEtOTlJOTJfNGE2UWxrWkhzdnlKTUJoN0pYeXo0NDUxMUdncVBpWHRBQlB0Q2RB?oc=5,2026-07-11 13:43:46,Unofficial: BN claims landslide Johor election victory. Unofficial: BN claims landslide Johor election victory&nbsp;&nbsp;Newswav,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-bc96d2f2cee21486,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMitwFBVV95cUxOVTlvcE5jRE05RDFyS09McUQwSGhIdDVKVkE3RFlNbklvQWNnNlJtOGJleGh2ZnB4X0ZtNGpHeDhiY2I5U2RHWWdqeTlYNnRfX1RoLWxSOFZYR1hXaExCWXpyWGpLQVo4LWVZRE5VOXhfTENXQS1sYXR0Sk1XcWpCUmY3N2w4Ny1TOGhXMXNFandtemxFSHBvMVhESU1oWW1DbHRjb2xiU0FjbWdiRWwzVm9NV3RxWU0?oc=5,2026-07-10 08:41:39,"MetMalaysia forecasts morning rain, thunderstorms in several Johor districts on polling day. MetMalaysia forecasts morning rain, thunderstorms in several Johor districts on polling day&nbsp;&nbsp;Newswav",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-9177c65aeaa1527d,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMioAFBVV95cUxPdmxBaFotRjdIYkNzZnc2UFU0Vk9NblNDeUlEZGRPOU9ad2JUMGVEZ2N1eDJzaWRsc2hsVFk3NnRadktIQmpUVjFnR1RHLVBQZHN6MjVvYW1IZ2x0dW5QaFFEWlVhSmxpWmRlTEplbk1GNEhXZXFJMkp6dzVxMXpZa1hORUpzd2N5aHFsMlRmZElOaFIzZEV1M1NaR1dfYWFp?oc=5,2026-07-11 13:44:00,Johor polls: BN forms state government with simple majority. Johor polls: BN forms state government with simple majority&nbsp;&nbsp;Newswav,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,State Government Stability,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-773c51ddc5201789,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMiswFBVV95cUxPa1pfTzMtY1dtQjQ1b2pjaXNLNEV0anlUaUpIRkpYNF9lWl96b05HMmtfQXI2YUpBRWdkZWx5V1A1c2NNcE0xTDhzYkNwVFlrakprdEQ5bEhUbDJSTWpKUTFLTmdaTjVYUmQzZm9oR25DSDBHNXI1aTNsaFJBbGJtOFdtWnloVUtwdlY5MnRrZ1p0UVNGQm9VOWdneVpaTGFUT2JTZktxSFdKa05jbHFuRWs2OA?oc=5,2026-07-11 13:31:38,BN top leaders gather at Johor operations room to track election results. BN top leaders gather at Johor operations room to track election results&nbsp;&nbsp;Newswav,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-75308c36caeb092c,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMingFBVV95cUxOejhWdnJuY2lCdnhhYjBxd3BvQW92dnRHaE1jNmpya09tWGxVb1RRTno2clM0MTZsRUg3LUZELVFiaUZmZW5LZzViT0xQSWhESW1xeHFoNXdvbmwyU3JxdTlTLWxhOWRKaUhJX2lCM0VSVGZkNHQ3ZTRDOWhQVmJSTWU4SHZiN01GV0RscmhWTVVHRVFVMmFkdXZ5R3FaUQ?oc=5,2026-07-11 11:21:00,'Maju Johor' chants erupt as BN camp celebrates early lead. 'Maju Johor' chants erupt as BN camp celebrates early lead&nbsp;&nbsp;Newswav,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-6b17b528e2f6b556,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMimgFBVV95cUxNMW5hUTZNYUZuYm81WVNHcnpXRUVNd283bU9iMFdZdWs0UzBFdXRjRU1yZEQ1YjBTSTBXV3BOVS0zYnNwaXl2NmoxWFZEd0tnWklwQkxUM0hFZlpvWS1MRi1XTlNMUVRNMTNFYVNzZGthU0RxNWZVcDBFeURwME5JQTR5OXlWTXpmUVRBSzQ0OTh0ODJtTnB6MmVn?oc=5,2026-07-11 02:41:00,Johor polls: nearly eight per cent cast ballots by 9am. Johor polls: nearly eight per cent cast ballots by 9am&nbsp;&nbsp;Newswav,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-b33a4d580bcdd703,news,post,Media,Community Page,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPSGhubDZMVlhGRjFneERlOFFpOGV3bU45Vi1FZW9WemVFdm9Ba1hjZGhwM3lFcUhtdjYxMFhHN0NTcGJuM2hHNjZsSUlJV2NTNmFXVUdkemhYV3JLTEMzNnZsSmd2SF9MVWRyYU5FREM3VkJSMjRWU2xfVEZ3S2dYazd1a3dmQnpuaDk3aWZzemFXUC1MWndKcDVabE1Mal9ROGNCaFNQaUVkUEE?oc=5,2026-07-10 00:44:16,Johor polls: Anwar launches five-location campaign blitz. Johor polls: Anwar launches five-location campaign blitz&nbsp;&nbsp;MSN,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B2,seat_bandar,Tinggi,,0.0
JHR-6b84127735393df1,news,post,Media,Political Party,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9ndnFyamdtdl8xOXdTbVVOY21KbVNVRklZUjJqYnVmWTVMZF92ZFZ5Q3BrVVg0RkZBQmdwdFBIbkdSckZmN2wxLXhYLTlHbFJz?oc=5,2026-07-11 12:10:14,"Onn Hafiz retains Machap, BN secures two other seats — Election Commission's unofficial results. Onn Hafiz retains Machap, BN secures two other seats — Election Commission's unofficial results&nbsp;&nbsp;The Edge Malaysia",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B3,party_official,Sederhana,,0.0
JHR-4f8ceeac92454b09,news,post,Media,Political Party,https://news.google.com/rss/articles/CBMiygFBVV95cUxNc0x3cm1XNm9adUs0TUEtZnRLMGxzZE5lT19WdzZGd3Y3VFNxWTE4SDlfWVNBbFdMUEVYeUV5RmpSRVFzWE5NeEVOUEdWNWVLS0ZCLWZkeGtFQVJIa2R1RE1HQm9Wa3lhM3I4YjNKNWlIQmJXRENFc1NxdVRqaXdyQkNkTVNiRThiR2VGUC12TVVobjVlTmNETkVZT1RwMkhnc0hteUhiaWE2a0RHNDl6N1dpTTRoSFhQRWNEQjlSYmZrUGxrYlpTMjlB0gHPAUFVX3lxTFBTU0d0QXBjYTdZSHVHaVhFSnNXSGRJVDFFQVF1Tm5LajNiOEs3QlRFc0o3R0ROd2dMZTRSVDJmS1VZR3BncTM5VHJQRUlFTzZPVFUyX2JOYmxKd29ycURxTkh4bFRLMllFM09JOEpsR1ZVN3gtamM0cXQ4T3pSUVBtUEFaZ3hhZ3RGalFzY0JyVXZMMmJ4SEd1Y3I0dzYxVjJVdmtSMHhQRWh2azlsR3c0WWk5eHhYNEJxMzVfeHM5bndpelk2OTg5cFpVOHVUVQ?oc=5,2026-07-11 13:31:00,BN top leaders gather at Johor operations room to track election results. BN top leaders gather at Johor operations room to track election results&nbsp;&nbsp;Malay Mail,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B3,party_official,Sederhana,,0.0
JHR-c61e6f236cb14d95,news,post,Media,Political Party,https://news.google.com/rss/articles/CBMiogFBVV95cUxNTFBueU5HWWxEano0bnBVcF9QMHRqRVdCRHFVczQyX21nNkhTVW95TFlva3dNc2szRUtLSFlnWklSQVhhc0h4d2dYckZhN3U0VGpIV2JCalFpX3ZjSnhoTGNYdV91R204c05zeGM0cG1EdmE4WUJjUzRjX3huUVM2clFHM1Q1QzFNMnFWMUpNODZ0cHduQmxSTFVMZUo2ZWkxUWc?oc=5,2026-06-27 07:00:00,PRN Johor: 172 calon sah bertanding rebut 56 kerusi DUN - SPR. PRN Johor: 172 calon sah bertanding rebut 56 kerusi DUN - SPR&nbsp;&nbsp;Astro Awani,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Candidate Performance,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B3,party_official,Sederhana,,0.0
JHR-91e6ccdf38ffb7cc,news,post,Media,Political Party,https://news.google.com/rss/articles/CBMioAFBVV95cUxPVGZHckNlb2txZVhnaTlHVzdyS2pFNUNhODh2a3lIR0x1a1lnLUJ3ZjBRZTVONm5ENmRhUVZVLUdXNzNyaVZYU1pGSEZtbFFQX1J0MWNMaG9HY19VNkNHdjF0QUtkTDN1Q2tBbG1kWUh2X2REeVNUa3piY1VuS016blk4TGV1OVk0aVNIR09oMEQyRG43czdrX2FaUkhXUDlz0gGmAUFVX3lxTE5qRlk4R21paHl2MWMwTjZuYWFaRnpXd2pmcndlNTE0eFlDNXJPNGVNSmZ2UFhESlljbElyaG55eEdGZWxkbE0zSjQtdjNwVnFxSzA0MDNxVGRiTVplRVFGdkdjZnNObDdiOHFMR19yU2k4d3JpdWdsSm1CUWFSN3U5T3ZSOEtxSDRsajZIYXk3WHhQcHNybnRFa0pOMkdrWmwtRk9MS3c?oc=5,2026-07-11 14:49:45,MIC wins all four contested seats in Johor election. MIC wins all four contested seats in Johor election&nbsp;&nbsp;NST Online,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,S2B3,party_official,Sederhana,,0.0
